,Well_Name,allprodmaxindex,allprodcum,allprodquarter,allprodhalf,allprodthreequarter,halfwaydays,threequarterdays,halfdaysdate,Cumsum_OilProd_Norm,Cumsum_OilProd_ERU
252,Koch 32-17 BRRU,56808,695342.0344827586,2408.0,4411.0,5396.0,2003.0,985.0,1992,0.0,695342.0344827586
253,Koch 32-17R Graves,19167,194488.13793103455,717.0,1935.0,3436.0,1218.0,1501.0,1965,194488.13793103455,0.0
254,Koch 32-18 BRRU,72385,25236.758620689652,328.0,707.0,933.0,379.0,226.0,1984,0.0,25236.758620689652
255,Koch 32-19 BRRU,73655,25408.86206896552,289.0,570.0,809.0,281.0,239.0,1984,0.0,25408.86206896552
256,Koch 32-20 BRRU,63869,1371740.5172413788,3047.0,4856.0,6831.0,1809.0,1975.0,1995,0.0,1371740.5172413788
258,Koch 32-21 BRRU,63511,1685.0,44.0,228.0,347.0,184.0,119.0,1981,0.0,1685.0
259,Koch 32-25 WBRRU,100394,510317.51724137913,971.0,2841.0,4435.0,1870.0,1594.0,1997,0.0,510317.51724137913
260,Koch 32-29 SBRRU,88015,1034259.6896551725,3553.0,5498.0,7540.0,1945.0,2042.0,2001,0.0,1034259.6896551725
261,Koch 32-2E Haivala,39123,39689.862068965514,397.0,907.0,1570.0,510.0,663.0,1980,33430.517241379304,6259.344827586208
262,Koch 32-3 SBRRU,33782,826839.5517241377,4564.0,6138.0,7827.0,1574.0,1689.0,1994,45616.48275862072,781223.0689655173
263,Koch 32-30 SBRRU,96665,492263.48275862064,1716.0,3280.0,4886.0,1564.0,1606.0,1997,0.0,492263.48275862064
264,Koch 32-34 SBRRU,92016,763753.689655172,3609.0,5025.0,6391.0,1416.0,1366.0,1999,0.0,763753.689655172
265,Koch 32-35 SBRRU,97659,25924.275862068967,109.0,227.0,380.0,118.0,153.0,1989,0.0,25924.275862068967
266,Koch 32-36 State WBRRU,47748,43225.31034482758,169.0,584.0,1176.0,415.0,592.0,1980,43225.31034482758,0.0
267,Koch 32-36A WBRRU,98652,364066.96551724145,2378.0,3842.0,5024.0,1464.0,1182.0,1999,0.0,364066.96551724145
268,Koch 32-6 WBRRU,75279,105398.93103448275,365.0,1764.0,3709.0,1399.0,1945.0,1987,53288.0,52110.93103448275
269,Koch 32-7 BRRU,74183,121120.24137931035,2474.0,4155.0,5416.0,1681.0,1261.0,1994,0.0,121120.24137931035
270,Koch 32-9 State Federal SBRRU,64940,371483.8620689654,5282.0,7052.0,7836.0,1770.0,784.0,2000,15453.0,356030.8620689654
271,Koch 33-12 SBRRU,91662,327354.5517241383,3394.0,5398.0,7152.0,2004.0,1754.0,2000,0.0,327354.5517241383
273,Koch 33-3 SBRRU,97864,460074.10344827594,1240.0,2831.0,4362.0,1591.0,1531.0,1996,0.0,460074.10344827594
274,Koch 33-6 WBRRU,79975,196098.275862069,4515.0,6218.0,6926.0,1703.0,708.0,2000,23148.0,172950.27586206901
276,Koch 34-1 Hansen State,83857,124668.0,1748.0,3884.0,6516.0,2136.0,2632.0,1994,124668.0,0.0
277,Koch 34-1 SBRRU,82450,552103.2068965521,2026.0,4142.0,5902.0,2116.0,1760.0,1995,0.0,552103.2068965521
278,Koch 34-10 Njos Federal,85602,32158.0,576.0,1400.0,2056.0,824.0,656.0,1988,32158.0,0.0
280,Koch 34-16 State,88442,197180.89655172414,1693.0,4028.0,7016.0,2335.0,2988.0,1996,197180.89655172414,0.0
281,Koch 34-19 BRRU,73440,620608.4482758618,3299.0,5177.0,7042.0,1878.0,1865.0,1996,0.0,620608.4482758618
282,Koch 34-20 BRRU,65596,1276581.1379310347,3492.0,5665.0,7453.0,2173.0,1788.0,1998,0.0,1276581.1379310347
283,Koch 34-21 BRRU,67191,777385.5517241381,2876.0,5561.0,7314.0,2685.0,1753.0,1997,0.0,777385.5517241381
284,Koch 34-24 Graves Federal,101068,204672.5172413792,1699.0,3324.0,4568.0,1625.0,1244.0,1999,204672.5172413792,0.0
285,Koch 34-26 Federal SBRRU,100005,251541.06896551728,1784.0,3209.0,4560.0,1425.0,1351.0,1998,0.0,251541.06896551728
286,Koch 34-27 SBRRU,93245,858840.7931034478,3465.0,4982.0,6197.0,1517.0,1215.0,2000,0.0,858840.7931034478
287,Koch 34-28 Johnson State SBRRU,38877,1103875.5517241387,5732.0,7284.0,8710.0,1552.0,1426.0,1998,40704.034482758616,1063171.5172413795
289,Koch 34-30 SBRRU,98447,7883.310344827585,120.0,270.0,453.0,150.0,183.0,1989,0.0,7883.310344827585
290,Koch 34-33 Haivala SBRRU,36381,27293.758620689663,283.0,768.0,1548.0,485.0,780.0,1979,23606.000000000007,3687.758620689655
291,Koch 34-34 SBRRU,86120,4394.931034482758,87.0,207.0,327.0,120.0,120.0,1985,0.0,4394.931034482758
292,Koch 34-35 SBRRU,100681,553347.7241379308,1349.0,2700.0,4031.0,1351.0,1331.0,1997,0.0,553347.7241379308
293,Koch 34-36 State WBRRU,49204,429423.62068965513,3224.0,6349.0,8224.0,3125.0,1875.0,1996,106331.86206896557,323091.75862068974
294,Koch 34-7 BRRU,72685,461095.172413793,3405.0,5413.0,6901.0,2008.0,1488.0,1997,0.0,461095.172413793
295,Koch 34-8 BRRU,56373,758949.0344827587,3677.0,5815.0,7597.0,2138.0,1782.0,1997,0.0,758949.0344827587
296,Koch 42-26 Clarkson Federal WBRRU,76038,228300.6551724137,2516.0,3586.0,5801.0,1070.0,2215.0,1993,22070.0,206230.65517241356
297,Koch 43-29 Brown,80489,100995.0,382.0,1007.0,1738.0,625.0,731.0,1986,100995.0,0.0
298,Koch 43-3 Njos,85662,20369.0,197.0,439.0,818.0,242.0,379.0,1986,20369.0,0.0
299,Koch 44-5 Federal SBRRU,45603,36782.551724137935,304.0,761.0,1421.0,457.0,660.0,1980,30052.137931034475,6730.4137931034475
300,Laurel Foust F-4H,114999,161153.44827586212,881.0,2443.0,3268.0,1562.0,825.0,2014,57996.03448275863,103157.41379310346
301,Lennerville 41-12H,123451,74024.0,213.0,579.0,1443.0,366.0,864.0,2014,74024.0,0.0
302,Lennerville 44-12H,122367,151608.0,331.0,764.0,1736.0,433.0,972.0,2013,151608.0,0.0
303,Luff 1 Downing,106227,307040.8620689657,1753.0,3503.0,4973.0,1750.0,1470.0,2010,55856.655172413804,251184.20689655177
304,Luff 1-15 Sawmill Canyon,73714,34388.96551724137,154.0,461.0,931.0,307.0,470.0,1983,34388.96551724137,0.0
305,Luff 1-19 Dworshak,32415,209873.48275862067,279.0,1156.0,3388.0,877.0,2232.0,1980,209873.48275862067,0.0
306,Luff 1-19 Njos,58267,169147.17241379313,1327.0,3082.0,5622.0,1755.0,2540.0,1989,169147.17241379313,0.0
307,Luff 1-24 Knaus,51653,155711.86206896475,1339.0,3251.0,5641.0,1912.0,2390.0,1988,155711.86206896475,0.0
308,Luff 1-27 Miller,30445,223505.13793103446,540.0,1612.0,2796.0,1072.0,1184.0,2007,155428.24137931038,68076.8965517241
309,Luff 1-30 Dworshak,39492,183921.0344827586,1059.0,2695.0,4735.0,1636.0,2040.0,1985,183921.0344827586,0.0
310,Luff 1-30 Janvrin,64570,34033.24137931036,625.0,1295.0,2023.0,670.0,728.0,1984,34033.24137931036,0.0
311,Luff 1-30H Dworshak,39683,179614.89655172423,365.0,1139.0,2572.0,774.0,1433.0,2005,36698.10344827586,142916.7931034482
312,Luff 1-32 Janvrin,52031,106371.89655172375,747.0,1821.0,3591.0,1074.0,1770.0,1984,106371.89655172375,0.0
313,Luff 1-32H Swanson,40676,60958.793103448246,121.0,241.0,424.0,120.0,183.0,2003,35529.89655172413,25428.896551724138
314,Luff 1-34 Stearns,53606,47909.86206896549,518.0,914.0,1461.0,396.0,547.0,1982,47909.86206896549,0.0
315,Luff 1-6 Travers,28215,556027.413793104,461.0,2792.0,8740.0,2331.0,5948.0,1982,485370.17241379386,70657.24137931032
316,Luff 33-20 Ferkingstad,26606,921298.5172413788,1269.0,2744.0,3757.0,1475.0,1013.0,2011,270632.1034482759,650666.4137931031
317,Luff 41-22 Otterness,26034,325306.5517241379,846.0,3101.0,9500.0,2255.0,6399.0,1982,325306.5517241379,0.0
318,Luff A-19 Stearns,80266,38875.99999999999,520.0,1323.0,2468.0,803.0,1145.0,1986,38875.99999999999,0.0
319,Luff B-29 Sohio State,76566,306154.1034482756,1920.0,5792.0,7735.0,3872.0,1943.0,1998,155237.93103448264,150916.17241379316
320,Luff F-20 Stearns,83437,467738.55172413803,1933.0,5781.0,7245.0,3848.0,1464.0,1999,227912.9999999999,239825.55172413806
321,Luff I-18 Stearns,86947,124626.27586206862,812.0,2015.0,3656.0,1203.0,1641.0,1990,117086.24137931004,7540.0344827586205
324,Luff K-5H Travers,109711,414779.3448275859,742.0,2137.0,4304.0,1395.0,2167.0,2006,306077.068965517,108702.27586206899
325,Luff M-17 Stearns,84976,548463.0344827585,3893.0,6905.0,8164.0,3012.0,1259.0,2003,171992.51724137933,376470.5172413794
327,Luff M-21 Stearns,88470,8047.241379310345,124.0,245.0,367.0,121.0,122.0,1985,8047.241379310345,0.0
328,Luff M-21H Stearns,88496,9875.137931034484,155.0,276.0,399.0,121.0,123.0,2002,0.0,9875.137931034484
329,Luff O-20 Stearns,75687,338081.93103448267,2847.0,6560.0,7857.0,3713.0,1297.0,2000,142192.58620689623,195889.34482758606
330,Luff-Hanover 1-11 Feist,41818,75171.03448275849,431.0,1300.0,2714.0,869.0,1414.0,1981,75171.03448275849,0.0
331,Luff-Hanover 1-27 Miller,30292,95401.48275862049,985.0,2905.0,5401.0,1920.0,2496.0,1983,95401.48275862049,0.0
332,Luff-Hanover 1-32 Swanson,40626,88104.10344827574,461.0,2136.0,4298.0,1675.0,2162.0,1984,88104.10344827574,0.0
333,Luff-Hanover 1-34 Foust,43378,76155.41379310342,133.0,538.0,1280.0,405.0,742.0,1979,76155.41379310342,0.0
334,Luff-Hanover 1-5 Janvrin,30507,32714.482758620685,183.0,435.0,717.0,252.0,282.0,1976,32714.482758620685,0.0
335,Luff-Hanover 1-7A Travers,28786,811674.482758616,742.0,2410.0,6266.0,1668.0,3856.0,1980,770792.586206893,40881.89655172415
336,McCutchin 1-10 State,72132,13211.896551724134,305.0,761.0,1520.0,456.0,759.0,1983,13211.896551724134,0.0
338,McCutchin 1-16 Forest State,50312,122146.20689655164,659.0,1738.0,3950.0,1079.0,2212.0,1984,122146.20689655164,0.0
339,McCutchin 1-16 Placid State,27014,47567.2413793104,1062.0,2884.0,5948.0,1822.0,3064.0,1989,47567.2413793104,0.0
340,McCutchin 1-17 Heikkila,43219,229273.62068965504,690.0,2488.0,5305.0,1798.0,2817.0,1986,229273.62068965504,0.0
342,McCutchin 1-18 Heikkila,47327,148133.44827586197,568.0,1615.0,4287.0,1047.0,2672.0,1983,148133.44827586197,0.0
344,McCutchin 1-19 Olsen,49808,48120.17241379312,890.0,2308.0,4661.0,1418.0,2353.0,1986,48120.17241379312,0.0
345,McCutchin 1-21 Heikkila,48801,218002.75862068983,659.0,2546.0,5880.0,1887.0,3334.0,1986,218002.75862068983,0.0
346,McCutchin 1-28 Federal,99234,7718.44827586207,151.0,362.0,612.0,211.0,250.0,1989,7718.44827586207,0.0
347,McCutchin 1-28 Heikkila,50670,20405.862068965496,569.0,816.0,1211.0,247.0,395.0,1982,20405.862068965496,0.0
348,McCutchin 1-31 Harrison State,54070,125016.55172413807,536.0,1680.0,3409.0,1144.0,1729.0,1985,125016.55172413807,0.0
349,McCutchin 1-5 Harrison State,43940,134045.3448275862,480.0,1285.0,3330.0,805.0,2045.0,1983,134045.3448275862,0.0
350,McCutchin 1-8 State,44437,164492.06896551728,951.0,2577.0,5038.0,1626.0,2461.0,1987,164492.06896551728,0.0
351,McCutchin 1-9 Harrison State,54170,3953.103448275863,125.0,307.0,564.0,182.0,257.0,1981,3953.103448275863,0.0
352,McCutchin 2-15 Fox,69379,9789.48275862069,456.0,912.0,1824.0,456.0,912.0,1984,9789.48275862069,0.0
353,McCutchin 2-16 Federal,71927,26986.206896551717,331.0,1022.0,1957.0,691.0,935.0,1984,26986.206896551717,0.0
354,McCutchin 2-16 Harrison State,53465,23876.206896551696,738.0,1649.0,3587.0,911.0,1938.0,1986,23876.206896551696,0.0
355,McCutchin 2-17 Heikkila,68254,109832.4137931035,1441.0,2796.0,5228.0,1355.0,2432.0,1989,109832.4137931035,0.0
356,McCutchin 2-18 Olson,68726,87198.4482758621,1418.0,2975.0,5654.0,1557.0,2679.0,1992,87198.4482758621,0.0
357,McCutchin 2-19 Heikkila-Carver,70723,97750.86206896555,1320.0,2797.0,5237.0,1477.0,2440.0,1990,97750.86206896555,0.0
358,McCutchin 2-21 Federal,71669,172824.1379310344,1593.0,3804.0,6614.0,2211.0,2810.0,1993,172824.1379310344,0.0
359,McCutchin 2-32 State,69751,11549.137931034484,172.0,445.0,954.0,273.0,509.0,1983,11549.137931034484,0.0
360,McCutchin 2-5 State,70250,122500.1724137931,1420.0,3110.0,5436.0,1690.0,2326.0,1991,122500.1724137931,0.0
361,McCutchin 2-6 State,67781,61259.82758620683,1203.0,2228.0,4124.0,1025.0,1896.0,1988,61259.82758620683,0.0
362,McCutchin 2-8 Heikkila,71196,69247.06896551726,1258.0,2947.0,4961.0,1689.0,2014.0,1990,69247.06896551726,0.0
363,McCutchin 3-16 State,93506,998.448275862069,315.0,527.0,820.0,212.0,293.0,1989,998.448275862069,0.0
364,McCutchin 4-16 State,93806,1787.5862068965514,302.0,638.0,1001.0,336.0,363.0,1988,1787.5862068965514,0.0
365,McCutchin1-27 Federal,98869,4697.068965517241,120.0,271.0,521.0,151.0,250.0,1989,4697.068965517241,0.0
366,Meridian 14-15H State,105931,220048.0,1476.0,3449.0,5389.0,1973.0,1940.0,2005,220048.0,0.0
367,Meridian 33-32 Federal,10690,18542.931034482757,176.0,479.0,988.0,303.0,509.0,1988,18542.931034482757,0.0
370,Mid America 1-17 State,17878,552234.8965517239,6008.0,7225.0,9223.0,1217.0,1998.0,1985,111843.86206896543,440391.0344827585
371,Mid America 2-16 State BRRU,18937,90666.93103448277,639.0,1775.0,3815.0,1136.0,2040.0,1964,90666.93103448277,0.0
372,Mid America 3-16 State BRRU,16231,1517661.655172414,12456.0,17755.0,19665.0,5299.0,1910.0,2009,133920.620689655,1383741.0344827583
374,Miller C-28H,116828,185456.51724137933,822.0,1766.0,2705.0,944.0,939.0,2013,36758.03448275862,148698.48275862078
375,Miller M-33H,116863,10538.620689655172,92.0,183.0,315.0,91.0,132.0,2008,0.0,10538.620689655172
376,Miller O-28H,118694,185790.86206896548,800.0,2666.0,3581.0,1866.0,915.0,2016,31429.275862068967,154361.58620689652
377,Miller Ranch F-4H,115922,284867.03448275855,621.0,2006.0,3336.0,1385.0,1330.0,2013,82479.10344827584,202387.9310344827
378,Mitchell 31-16H,124657,86892.0,422.0,951.0,1691.0,529.0,740.0,2016,86892.0,0.0
379,Mosbacher 26-1 Clarkson WBBRRU,58671,40753.0,408.0,967.0,1625.0,559.0,658.0,1983,38588.0,2165.0
380,Mosbacher Pruet 27-1 Clarkson,57262,308991.96551723994,1988.0,4982.0,8097.0,2994.0,3115.0,1994,87182.0,221809.9655172407
381,Murfin 1-1-17 State,62452,37703.44827586207,241.0,483.0,759.0,242.0,276.0,1995,37703.44827586207,0.0
382,NBRRU J-19H,125491,162553.10344827586,959.0,1580.0,2037.0,621.0,457.0,2019,0.0,162553.10344827586
383,Nearburg 2-20 Heikkila,95200,159197.41379310357,1213.0,2360.0,4219.0,1147.0,1859.0,1995,159197.41379310357,0.0
384,Nearburg 2-7 Davis,94797,125971.55172413788,1474.0,2981.0,5490.0,1507.0,2509.0,1996,125971.55172413788,0.0
385,Nearburg 3-17 Heikkila,94394,112201.37931034484,1273.0,2599.0,4764.0,1326.0,2165.0,1995,112201.37931034484,0.0
386,Nearburg 4-18 Heikkila,95603,95011.2068965517,1356.0,2746.0,5327.0,1390.0,2581.0,1996,95011.2068965517,0.0
387,Nelson Butte E-14H,125642,34585.793103448275,113.0,356.0,594.0,243.0,238.0,2019,0.0,34585.793103448275
388,Njos J-19H,113234,390987.9999999998,2082.0,2727.0,3352.0,645.0,625.0,2013,31191.172413793098,359796.8275862068
390,Ozark 1 Coffing,1377,67474.67,384.0,1728.0,4120.0,1344.0,2392.0,1968,67474.67,0.0
391,Ozark 2 Coffing,687,46852.530000000006,725.0,2772.0,4442.0,2047.0,1670.0,1984,46852.530000000006,0.0
393,PCRRU A-27H,122254,82150.24137931033,131.0,406.0,830.0,275.0,424.0,2012,0.0,82150.24137931033
396,PCRRU N-21H,119759,72231.10344827587,112.0,200.0,320.0,88.0,120.0,2010,0.0,72231.10344827587
397,PCRRU Y-27H,124300,153079.58620689655,369.0,1215.0,1914.0,846.0,699.0,2016,0.0,153079.58620689655
398,PCRRU Z-27H,124209,132880.41379310348,563.0,1229.0,1683.0,666.0,454.0,2017,0.0,132880.41379310348
400,PM Petroleum 3-16 State,5024,181163.5172413791,648.0,1746.0,3774.0,1098.0,2028.0,1984,127201.72413793101,53961.79310344827
401,PM Petroleum 4-16 State,4566,52777.0,60.0,143.0,251.0,83.0,108.0,1979,52777.0,0.0
402,PM Petroleum 5-16 Stagecoach State,5282,144864.65517241365,1033.0,2467.0,4091.0,1434.0,1624.0,1987,91416.82758620693,53447.827586206935
403,PM Petroleum 8-17 Stagecoach Federal,5892,20399.0,49.0,83.0,360.0,34.0,277.0,1980,20399.0,0.0
405,Patrick 1-25 State,66848,18252.24137931033,707.0,3344.0,7439.0,2637.0,4095.0,1993,18252.24137931033,0.0
406,Pawnee 1P Joyce Miller,99738,92194.0,1197.0,2597.0,3805.0,1400.0,1208.0,1996,91758.0,436.0
407,Pennzoil 12-17 BRRU,19686,855018.2068965517,7446.0,10126.0,12025.0,2680.0,1899.0,1995,74567.96551724144,780450.2413793103
408,Pennzoil 12-8 Graves,24892,93006.96551724129,1092.0,2584.0,4593.0,1492.0,2009.0,1976,62701.75862068967,30305.206896551717
409,Pennzoil 14-11A Tilus SBRRU,24438,498493.3448275857,7068.0,10534.0,12489.0,3466.0,1955.0,1995,116897.93103448268,381595.41379310313
410,Pennzoil 32-10A Tilus SBRRU,23960,90821.10344827588,780.0,2421.0,3915.0,1641.0,1494.0,1972,89701.62068965519,1119.4827586206895
411,Peterson 10-5,118424,23681.89655172415,237.0,450.0,754.0,213.0,304.0,2009,23681.89655172415,0.0
412,Peterson 6-5,115174,603.9655172413793,44.0,75.0,197.0,31.0,122.0,2008,603.9655172413793,0.0
413,Petroleum Inc. 1-F Arithson,40317,563253.275862069,594.0,1829.0,4081.0,1235.0,2252.0,1982,563253.275862069,0.0
414,Phillips 1 B Thomas WSW,25186,120750.0,640.0,1400.0,2284.0,760.0,884.0,1976,120750.0,0.0
415,Phillips 1 Thune,22446,567944.5862068962,2934.0,7614.0,14124.0,4680.0,6510.0,1987,417455.58620689635,150489.00000000003
416,Phillips 1 Thune A,27457,175354.2068965523,1734.0,3790.0,6838.0,2056.0,3048.0,1985,173551.7241379316,1802.4827586206898
417,Phillips 1-30 Thune B,77899,125750.00000000016,1619.0,5154.0,7453.0,3535.0,2299.0,1997,99829.10344827603,25920.896551724138
418,Phillips 1-R Thomas B,78322,132007.72413793093,1791.0,4607.0,6362.0,2816.0,1755.0,1996,128741.2413793102,3266.4827586206898
419,Phillips 2 Thune,22768,138544.0,605.0,1490.0,2888.0,885.0,1398.0,1968,138544.0,0.0
420,Phillips 3 Thune C,83990,42452.0,518.0,992.0,1489.0,474.0,497.0,1987,42452.0,0.0
421,Phillips 6-5 Thune Federal,36098,317073.1379310337,2445.0,5400.0,7290.0,2955.0,1890.0,1992,311936.96551724063,5136.172413793103
422,Phillips 8-6 Serles A,55551,188676.89655172412,4429.0,7521.0,10595.0,3092.0,3074.0,2001,109631.68965517239,79045.20689655171
423,Placid 10-3 Federal,9336,27402.89655172414,389.0,718.0,1087.0,329.0,369.0,1984,7616.6551724137935,19786.24137931035
425,Pronghorn 32P-29-20H,125172,44345.20689655174,340.0,752.0,1466.0,412.0,714.0,2016,44345.20689655174,0.0
426,Quadrant 33-28 Buckley,25454,120110.20689655172,899.0,2472.0,4252.0,1573.0,1780.0,1980,120110.20689655172,0.0
427,Questar 9-27,118274,57946.37931034483,200.0,474.0,839.0,274.0,365.0,2009,57946.37931034483,0.0
428,Quinn 44-36H,121848,158444.0,573.0,1174.0,2411.0,601.0,1237.0,2015,158444.0,0.0
429,Ranger 14-17 State,65905,2849.0,75.0,194.0,313.0,119.0,119.0,1982,2849.0,0.0
431,Roosevelt 6-21 Porter,11179,301040.5,1481.0,2673.0,4574.0,1192.0,1901.0,1995,301040.5,0.0
432,Roosevelt 8-20 Porter,11699,25709.0,280.0,494.0,853.0,214.0,359.0,1989,25709.0,0.0
433,SBRRU 12-11A,13363,728125.6896551723,1530.0,2361.0,3083.0,831.0,722.0,2015,0.0,728125.6896551723
434,SBRRU 12-29H,86089,469313.48275862064,755.0,1347.0,2060.0,592.0,713.0,2010,0.0,469313.48275862064
435,SBRRU 13-32H,123548,37343.96551724138,341.0,926.0,1592.0,585.0,666.0,2015,0.0,37343.96551724138
436,SBRRU 14-11A,24624,854628.1379310344,1206.0,2612.0,3673.0,1406.0,1061.0,2013,0.0,854628.1379310344
437,SBRRU 14-12,35111,625718.3103448276,1329.0,2200.0,3049.0,871.0,849.0,2013,0.0,625718.3103448276
438,SBRRU 14-1H,38468,930605.4137931038,1128.0,2091.0,3028.0,963.0,937.0,2012,0.0,930605.4137931038
439,SBRRU 14-26H,97253,984580.4137931034,1382.0,2494.0,3330.0,1112.0,836.0,2012,0.0,984580.4137931034
440,SBRRU 14-28,14361,1133685.7586206892,9908.0,12584.0,14612.0,2676.0,2028.0,1995,239088.17241379325,894597.5862068966
441,SBRRU 14-35H,89702,354875.79310344806,1051.0,1686.0,3051.0,635.0,1365.0,2011,0.0,354875.79310344806
442,SBRRU 14-7H,41641,218054.7586206896,1449.0,2684.0,3471.0,1235.0,787.0,2015,0.0,218054.7586206896
443,SBRRU 21-13H,121962,169602.62068965525,642.0,1289.0,2320.0,647.0,1031.0,2015,0.0,169602.62068965525
444,SBRRU 23-32H,123118,50928.51724137931,262.0,750.0,1525.0,488.0,775.0,2014,0.0,50928.51724137931
445,SBRRU 24-32H,122808,90532.13793103454,522.0,1042.0,1818.0,520.0,776.0,2015,0.0,90532.13793103454
446,SBRRU 31-15H,82173,370361.2068965517,1027.0,1529.0,2668.0,502.0,1139.0,2012,0.0,370361.2068965517
448,SBRRU 32-12A,101848,929830.2413793108,1289.0,2535.0,3393.0,1246.0,858.0,2012,0.0,929830.2413793108
449,SBRRU 32-13H,37944,386528.9310344827,1002.0,1829.0,3034.0,827.0,1205.0,2012,0.0,386528.9310344827
450,SBRRU 32-14E,36906,510560.8275862069,896.0,1889.0,2786.0,993.0,897.0,2012,0.0,510560.8275862069
452,SBRRU 32-16H-3,66430,82750.68965517243,857.0,2091.0,3050.0,1234.0,959.0,2015,0.0,82750.68965517243
453,SBRRU 32-30H,96854,968199.1724137933,1282.0,2590.0,3567.0,1308.0,977.0,2013,0.0,968199.1724137933
454,SBRRU 32-32H,123012,102597.17241379304,295.0,918.0,1720.0,623.0,802.0,2015,0.0,102597.17241379304
455,SBRRU 32-33A,31428,495664.9310344827,4469.0,5666.0,7033.0,1197.0,1367.0,1992,55107.24137931033,440557.6896551724
456,SBRRU 32-3H,33897,249438.03448275864,1331.0,2307.0,2733.0,976.0,426.0,2014,0.0,249438.03448275864
457,SBRRU 33-29H,124919,45106.51724137932,451.0,1167.0,1821.0,716.0,654.0,2017,0.0,45106.51724137932
458,SBRRU 33-3H,98048,735936.3793103453,1207.0,2395.0,3605.0,1188.0,1210.0,2012,0.0,735936.3793103453
459,SBRRU 34-11,32954,1199498.517241379,6581.0,9258.0,12040.0,2677.0,2782.0,2002,58032.6896551724,1141465.8275862078
460,SBRRU 34-1H,82615,311717.3793103447,1357.0,1898.0,2795.0,541.0,897.0,2013,0.0,311717.3793103447
461,SBRRU 34-26H,100183,782097.4827586205,1024.0,2046.0,2824.0,1022.0,778.0,2012,0.0,782097.4827586205
462,SBRRU 34-27H,93417,954507.8275862072,824.0,1935.0,2722.0,1111.0,787.0,2012,0.0,954507.8275862072
463,SBRRU 34-28H,39040,870071.1724137929,1071.0,1945.0,2717.0,874.0,772.0,2013,0.0,870071.1724137929
464,SBRRU 34-35H,100873,813632.8620689653,1349.0,2589.0,3563.0,1240.0,974.0,2012,0.0,813632.8620689653
466,SBRRU 42-12H,122835,88949.62068965516,243.0,386.0,538.0,143.0,152.0,2013,0.0,88949.62068965516
468,SBRRU 44-14RH,114838,105789.4482758621,1243.0,2162.0,2907.0,919.0,745.0,2014,0.0,105789.4482758621
469,SBRRU Travers 34-32,59099,4298.0,69.0,153.0,284.0,84.0,131.0,1981,4289.0,9.0
470,SBRRU24-36H,107786,2272066.3793103443,1897.0,3717.0,5776.0,1820.0,2059.0,2007,0.0,2272066.3793103443
471,SCI 11-7 Travers WBRRU,89977,96025.55172413815,2298.0,4478.0,6239.0,2180.0,1761.0,1998,22380.0,73645.55172413797
473,Sage 1 Downing,105980,53546.413793103464,226.0,559.0,983.0,333.0,424.0,1998,53546.413793103464,0.0
475,Sands 1-10 Heikkila,105222,34977.93103448276,730.0,1642.0,3042.0,912.0,1400.0,2000,34977.93103448276,0.0
476,Sands 1-14 Nelson Federal,108341,5650.517241379317,720.0,1816.0,2879.0,1096.0,1063.0,2002,5650.517241379317,0.0
477,Sands 1-15A Nelson,105561,55070.517241379355,851.0,1858.0,3439.0,1007.0,1581.0,2001,55070.517241379355,0.0
478,Sands 1-23 Federal,104322,20245.17241379312,969.0,2003.0,3678.0,1034.0,1675.0,2001,20245.17241379312,0.0
479,Sands 1-24 Federal,104619,33595.51724137929,1033.0,2068.0,3709.0,1035.0,1641.0,2001,33595.51724137929,0.0
480,Sands 1-25 Federal,113343,7447.758620689654,395.0,1004.0,1606.3,609.0,602.3,2009,7447.758620689654,0.0
481,Sands 1-27 Federal,99138,10113.10344827586,1005.0,2709.0,4595.0,1704.0,1886.0,2001,10113.10344827586,0.0
482,Sands 1-28 Federal,99503,13704.482758620701,1036.0,2374.0,4199.0,1338.0,1825.0,2000,13704.482758620701,0.0
483,Sands 2-10 Federal,108062,19648.10344827586,967.0,2153.0,3714.0,1186.0,1561.0,2003,19648.10344827586,0.0
484,Sands 2-14 Federal,108879,29683.448275862087,642.0,1676.0,3145.0,1034.0,1469.0,2003,29683.448275862087,0.0
485,Sands 2-15 Federal,111193,9604.482758620687,517.0,1185.0,2314.0,668.0,1129.0,2007,9604.482758620687,0.0
486,Sands 2-23 Federal,111391,8179.137931034482,423.0,972.0,1893.0,549.0,921.0,2006,8179.137931034482,0.0
487,Sands 2-24 Federal,111563,8286.034482758621,334.0,863.0,1636.0,529.0,773.0,2008,8286.034482758621,0.0
488,Schmidt 21-14H,124834,14273.0,152.0,274.0,476.0,122.0,202.0,2014,14273.0,0.0
489,Shell  12-11A Tilus SBRRU,13193,1211366.1724137934,9953.0,12826.0,14729.0,2873.0,1903.0,1996,242513.72413793113,968852.4482758619
490,Shell 12-20 State BRRU,15484,81020.0,1423.0,2209.0,2747.0,786.0,538.0,1988,0.0,81020.0
491,Shell 14-15 State BRRU,16391,76587.0,472.0,1504.0,2743.0,1032.0,1239.0,1964,76587.0,0.0
492,Shell 14-16 State BRRU,17300,744545.5517241373,8449.0,11393.0,13252.0,2944.0,1859.0,1992,116600.82758620688,627944.7241379308
493,Shell 14-17 State,16644,105899.1724137931,432.0,1476.0,2443.0,1044.0,967.0,1964,105899.1724137931,0.0
